sdo5,female,age,educ,race,favor_trump,favor_blm,favor_metoo,american_customs,race_ident,pid3,ideo5,fear_of_demographic_change,confederate_flag,presvote16
2.25,1,62,3,1,4,1,1,4,2,2,4,0.5,Heritage,Trump
1.75,1,69,5,1,4,3,NA,4,2,3,5,0.5,Heritage,Trump
1,0,74,3,1,4,1,1,5,1,3,4,0.6667,Heritage,Trump
1.5,0,62,3,1,4,1,1,5,2,3,4,0.9167,Heritage,Trump
3.75,0,61,6,7,4,1,1,5,2,2,4,0.75,Heritage,Trump
1,1,72,5,1,1,3,3,1,2,1,2,0.1667,Slavery,Clinton
1.75,0,83,5,1,4,1,1,4,3,2,4,0.25,Heritage,Trump
1.75,0,67,4,7,4,1,1,5,1,3,4,0.6667,Heritage,Trump
4.75,0,68,6,1,4,1,1,4,3,3,5,0.5833,Heritage,Trump
3,1,72,2,1,1,1,3,3,2,1,3,0.5,Heritage,Clinton
1,1,53,5,2,1,3,NA,3,4,1,4,0.5,Slavery,Clinton
1,0,56,5,1,4,1,1,3,1,3,5,0.5,Slavery,Trump
2.25,0,77,6,1,3,1,1,4,2,3,4,0.6667,Heritage,Trump
1.5,1,53,5,1,1,4,4,2,3,2,1,0.25,Slavery,Clinton
4,0,67,5,1,4,1,1,5,3,3,4,0.75,Heritage,Trump
3,1,58,2,1,1,3,2,4,4,1,1,0.5,Slavery,Clinton
3,0,66,2,1,4,1,1,5,1,2,4,0.9167,Heritage,Trump
1.5,1,73,3,1,4,2,1,5,2,2,4,0.75,Heritage,Trump
1,1,71,5,1,1,4,4,1,2,1,2,0,Slavery,Clinton
2,0,75,6,1,3,1,1,4,3,2,NA,0.25,Heritage,Trump
1.5,1,60,5,1,1,4,4,1,2,1,3,0,Slavery,Johnson
2.75,0,64,2,1,4,1,NA,3,1,2,3,0.6667,Heritage,Trump
2.25,1,70,3,1,1,3,3,2,2,2,4,0.3333,Heritage,Clinton
3.5,1,68,2,1,4,1,1,4,3,3,5,0.75,Heritage,Trump
1,1,55,2,1,1,2,3,1,2,2,3,0.1667,Slavery,Clinton
2,1,69,2,1,4,3,2,4,4,3,4,0.9167,Heritage,Trump
1,1,60,3,1,1,4,4,1,1,NA,1,0,Slavery,Clinton
3,0,54,6,1,3,1,1,4,3,3,5,0.6667,NA,Other
1.5,0,81,6,7,1,4,4,1,3,1,1,0.1667,Slavery,Clinton
1,1,66,6,1,1,3,3,4,2,2,3,0.3333,Slavery,McMullin
1.5,0,50,5,4,4,4,4,1,3,2,3,0,Slavery,Did not vote
3,0,71,4,7,3,1,1,5,2,2,5,0.75,Heritage,Trump
1.5,1,57,4,1,1,4,4,1,2,1,1,0,Heritage,Clinton
2.5,1,55,3,1,1,3,4,3,3,2,3,0.25,Heritage,Clinton
3,1,59,3,1,4,NA,1,2,2,3,4,0.3333,Heritage,Did not vote
2,0,67,3,1,4,1,1,2,1,3,5,0.5833,Heritage,Trump
1,1,73,5,1,1,4,4,1,1,1,1,0,Slavery,Clinton
3,1,58,6,7,4,1,1,4,2,3,4,0.75,Heritage,Trump
1.25,1,58,5,1,1,4,4,1,3,2,2,0.5,Slavery,Clinton
1.75,0,70,6,1,1,4,3,1,3,1,2,0.25,Slavery,Clinton
2.5,0,61,5,1,4,1,1,5,4,3,4,0.75,Heritage,Trump
1.5,0,67,5,1,1,3,3,1,3,2,3,0.0833,Heritage,Trump
2.5,1,55,2,1,4,1,1,5,3,3,5,0.3333,Heritage,Trump
2,0,65,2,1,3,3,3,4,3,1,3,0.5,Heritage,Did not vote
1,1,52,5,2,1,4,4,4,4,1,2,0.25,Slavery,Clinton
1.5,0,40,6,1,1,3,4,1,3,2,2,0.0833,Slavery,Clinton
2.5,1,22,5,2,1,3,3,2,4,2,2,0.4167,Slavery,Clinton
1,1,54,5,1,1,4,4,1,1,1,1,0.3333,Slavery,Clinton
2.5,0,81,6,1,4,1,1,4,1,3,5,0.6667,Heritage,Trump
3.25,0,70,6,1,4,1,1,2,3,3,4,0.6667,Heritage,Trump
2.25,0,62,5,1,4,1,1,5,3,2,4,0.5,Heritage,Did not vote
1,0,71,5,1,1,3,3,1,1,NA,1,0,Slavery,Clinton
1,1,66,5,1,1,4,4,1,3,1,2,0.1667,Slavery,Clinton
1,1,61,5,1,1,4,4,1,1,1,1,0,Slavery,Clinton
3.25,0,53,5,1,4,1,1,5,2,3,5,0.6667,Heritage,Trump
1,1,62,6,1,1,4,4,1,1,2,1,0.3333,Slavery,Clinton
2.5,1,67,6,1,4,3,3,4,3,3,4,0.5833,Heritage,Trump
1.5,0,66,3,3,1,4,3,1,4,1,4,0.5833,Slavery,Clinton
2.75,1,81,5,1,4,1,1,5,1,3,4,0.9167,NA,Trump
3.25,0,75,5,1,4,2,2,4,3,3,4,0.5833,Heritage,Trump
1.5,0,25,3,1,1,3,3,2,3,2,3,0.3333,Slavery,Stein
2,1,44,4,4,1,3,2,3,4,1,3,0.4167,Slavery,Clinton
1,0,59,2,1,1,4,4,1,1,1,2,0,Slavery,Clinton
1,1,62,2,1,3,1,1,5,3,1,3,0.5,Heritage,Clinton
2.25,0,80,5,1,4,1,1,5,2,2,5,0.6667,Heritage,Trump
3.25,0,72,3,1,3,1,1,5,3,3,3,0.5,Heritage,Other
1.5,0,33,6,1,1,4,4,1,3,1,1,0,Slavery,Clinton
2,1,57,2,1,4,NA,2,4,2,1,3,0.5833,Slavery,Trump
1,1,70,6,1,1,4,4,1,1,1,1,0,Slavery,Clinton
3,1,26,5,1,3,1,3,4,2,NA,3,0.5,Slavery,Did not vote
2,0,65,6,6,1,4,4,1,3,1,2,0.25,Slavery,Clinton
1,0,26,6,1,1,4,4,1,3,1,1,0,Slavery,Clinton
1,0,60,6,5,1,3,3,1,4,2,3,0,Slavery,Clinton
2.25,1,69,5,1,4,2,2,4,2,3,4,0.5833,Heritage,Trump
3.75,0,69,5,1,4,1,1,5,1,3,5,0.5833,Heritage,Trump
4,0,73,6,1,3,1,2,4,4,3,4,0.6667,Heritage,Johnson
1,0,65,6,1,1,4,4,1,2,1,2,0,Slavery,Clinton
1.5,1,82,5,1,1,4,4,1,3,1,3,0,NA,Clinton
2.5,0,70,2,1,1,NA,NA,4,3,1,2,0.5,Heritage,Clinton
3,0,77,3,1,4,1,NA,5,1,3,4,0.5833,Heritage,Trump
1,0,57,2,1,4,1,2,2,1,NA,4,0.4167,Heritage,Trump
3,0,49,4,4,3,NA,NA,3,3,3,3,0.5833,Heritage,Did not vote
2,1,59,3,2,1,4,4,5,3,1,1,0.5833,Heritage,Clinton
2,0,80,3,1,2,1,1,4,4,2,4,0.9167,Heritage,Trump
3.75,0,68,5,1,4,1,1,5,3,1,4,1,Heritage,Trump
1,1,71,6,6,1,4,4,1,4,1,1,0,Slavery,Clinton
2,1,51,3,1,4,1,1,5,2,NA,5,0.75,Heritage,Trump
3.75,0,42,6,4,3,2,2,4,3,NA,3,0.4167,Heritage,Johnson
1,1,44,4,1,1,4,4,1,1,1,1,0.0833,Slavery,Clinton
3,0,71,3,1,4,1,1,5,2,3,5,0.75,Heritage,Trump
2.5,1,66,6,1,3,1,NA,3,2,NA,4,0.5833,Heritage,Other
3,1,36,3,1,1,4,4,4,4,2,1,0.5,NA,Clinton
1,1,41,6,1,1,4,4,2,3,1,1,0.3333,Slavery,Clinton
1,0,61,5,1,4,1,1,4,2,3,2,0.5833,Heritage,Trump
1,0,49,6,1,1,4,4,1,4,1,1,0.3333,Slavery,Clinton
1.5,1,62,5,1,1,4,4,1,3,1,2,0.0833,Slavery,Clinton
4,0,57,6,1,4,1,1,5,1,NA,5,0.4167,Heritage,Trump
3,1,28,5,2,3,3,3,3,4,1,NA,0.5,Slavery,Clinton
1,1,39,5,1,1,4,4,2,3,2,2,0.5833,Slavery,Clinton
1,0,68,5,1,1,4,4,1,3,1,3,0.4167,Slavery,Clinton
1.25,0,68,5,1,1,4,4,1,2,1,1,0.1667,Slavery,Clinton
1,0,44,3,1,1,3,4,1,2,1,1,0.0833,Slavery,Clinton
2,0,74,6,6,1,4,4,2,3,2,2,0.0833,Slavery,Clinton
2.75,0,66,5,1,3,1,2,3,3,3,4,0.6667,Heritage,Trump
1,0,63,6,7,1,3,3,3,2,NA,1,0.4167,Slavery,Clinton
2.5,0,68,4,1,4,1,1,4,2,2,3,0.3333,Heritage,Trump
3,0,72,3,1,4,1,1,5,3,3,5,0.6667,Heritage,Trump
1,1,64,3,1,2,3,3,3,3,2,3,0.1667,Heritage,Did not vote
1,1,52,6,1,1,3,4,1,2,1,1,0,Slavery,Clinton
1,0,69,6,1,1,4,3,1,1,1,1,0,Slavery,Clinton
1,1,43,5,1,1,3,3,1,2,2,2,0.25,Slavery,Clinton
2,0,63,5,5,2,2,2,2,1,2,3,0.5,Heritage,Johnson
1.75,0,73,6,1,4,1,1,5,4,3,5,0.8333,Heritage,Trump
3,1,55,3,1,4,1,3,5,4,3,5,0.5,Heritage,Trump
2,1,40,5,2,3,1,1,4,1,2,4,0.4167,Heritage,Trump
2.5,0,76,5,1,4,1,2,5,1,2,4,0.5,Heritage,Trump
2,1,45,3,1,4,1,2,4,4,3,4,0.6667,Heritage,Trump
3,1,48,4,1,4,1,1,5,2,3,4,0,NA,Trump
1.5,0,61,3,1,1,4,3,1,1,NA,1,0.1667,Slavery,Clinton
5,0,86,5,1,4,1,1,5,4,3,5,1,Heritage,Trump
2.75,0,76,3,1,3,1,1,5,3,2,3,0.75,Heritage,Trump
1,1,68,5,1,1,4,4,1,1,1,2,0.1667,Slavery,Clinton
2.25,0,72,3,1,4,1,1,5,2,1,4,0.75,Heritage,Trump
1,1,69,5,1,1,4,4,1,4,1,1,0.1667,Slavery,Clinton
2.75,1,71,6,1,4,1,1,5,1,3,4,0.5833,Heritage,Trump
2,0,67,5,1,1,3,3,1,4,1,2,0.25,Slavery,Clinton
3.5,0,67,4,1,3,1,2,1,3,3,4,1,Heritage,Trump
1,1,60,5,1,1,2,3,1,3,1,2,0.25,NA,Clinton
3.25,0,69,6,1,3,1,1,1,2,3,4,0.5833,Heritage,Trump
2,0,62,4,1,3,3,3,2,3,3,2,0.25,Heritage,Trump
1,1,42,5,1,1,3,3,2,4,1,1,0.25,Slavery,Clinton
2.75,1,78,5,1,2,3,4,5,4,3,5,0.5833,Heritage,Trump
1.25,1,74,3,1,4,1,2,4,3,2,5,0.5833,Heritage,Trump
3,0,80,3,5,4,1,1,3,3,NA,5,0.8333,Heritage,Trump
1,1,54,4,2,1,3,2,1,4,1,3,0,Slavery,Clinton
2.5,0,65,6,1,4,1,NA,4,2,3,5,0.4167,Heritage,Trump
1,1,64,4,1,1,3,3,2,3,1,2,0.25,Heritage,Clinton
2.75,1,39,4,1,4,1,NA,5,2,3,NA,0.5,Heritage,Trump
1.5,1,36,6,1,1,4,4,1,3,1,1,0.1667,Slavery,Clinton
1,1,51,4,6,1,4,4,1,4,NA,1,0,Slavery,Other
2,0,60,3,1,4,NA,1,4,2,3,5,0.5,Heritage,Trump
1,1,66,4,2,1,3,4,1,1,1,1,0.1667,Slavery,Clinton
1,0,73,6,2,1,3,1,2,4,1,3,0.4167,Slavery,Clinton
2.5,1,55,2,1,4,1,1,5,3,3,3,0.6667,Heritage,Trump
1,1,36,4,2,1,4,4,3,4,1,4,0.4167,Slavery,Clinton
2,0,73,2,1,4,1,1,5,4,NA,4,0.6667,Heritage,Trump
2.25,0,54,3,1,4,1,2,2,2,3,4,0.4167,Heritage,Trump
2,0,82,2,1,3,4,NA,5,3,3,5,0.5,Heritage,Trump
2.25,0,72,5,1,4,1,1,5,3,3,5,0.5,Heritage,McMullin
1,1,66,3,1,1,4,4,2,2,1,1,0.3333,Slavery,Clinton
2.25,0,76,5,2,2,3,3,2,3,2,3,0.3333,Slavery,Clinton
1,1,73,5,1,1,4,4,1,2,2,3,0.0833,Slavery,Clinton
4,1,57,2,1,4,1,1,5,3,3,5,0.8333,Heritage,Trump
3.25,1,50,5,1,4,1,3,5,2,3,4,0.75,Heritage,Trump
1,1,63,5,1,1,4,4,1,3,1,2,0,Slavery,Clinton
2.75,0,46,3,1,3,2,3,4,3,3,4,0.4167,Heritage,Trump
3.75,0,71,2,1,4,1,1,5,4,3,4,0.8333,Heritage,Trump
1,0,35,5,1,1,4,4,1,2,1,1,0.25,Slavery,Clinton
3,0,77,3,1,4,1,2,5,2,2,5,0.5833,Heritage,Trump
2.25,1,75,6,1,1,3,3,2,2,1,1,0.25,Slavery,Clinton
2.25,0,36,2,1,4,1,2,2,2,3,4,0.1667,Heritage,Trump
1.75,1,50,5,1,1,3,4,2,2,2,2,0.25,Heritage,Clinton
1.75,0,69,6,1,1,4,4,1,3,2,3,0.25,Slavery,Clinton
1,1,65,6,1,1,4,4,1,2,1,1,0,Slavery,Clinton
1.25,1,61,3,1,4,1,1,5,3,3,4,0.6667,Heritage,Trump
2,1,60,2,1,3,2,3,4,1,3,3,0.6667,Heritage,Trump
2,0,72,5,1,1,2,3,3,2,2,3,0.6667,Slavery,Clinton
2.25,0,51,6,1,4,1,1,4,4,3,5,0.75,Heritage,Trump
3.25,1,79,5,1,4,1,1,5,2,3,5,0.6667,Heritage,Trump
3,1,63,4,1,4,1,1,5,3,2,5,0.5,Heritage,Trump
2.5,0,72,6,1,4,1,1,5,3,3,4,0.75,Heritage,Trump
2.5,0,61,5,1,1,2,3,4,2,3,4,0.5833,Heritage,Trump
1,1,54,5,1,1,2,4,2,2,1,3,0.1667,Slavery,Clinton
3,0,60,3,1,4,1,3,5,3,3,5,0.4167,Heritage,Trump
1,1,54,5,1,1,4,3,1,1,2,1,0,Slavery,Clinton
3.75,0,56,5,6,4,2,1,1,1,3,4,0.1667,Slavery,Other
2,1,68,3,1,1,3,3,4,1,2,4,0.5,Slavery,Clinton
2.25,0,65,6,1,1,2,2,1,2,1,3,0.1667,Slavery,Clinton
1,0,63,5,1,1,3,3,1,1,2,2,0.3333,Slavery,Clinton
2,0,66,6,1,1,3,3,3,3,2,3,0.1667,Slavery,Other
2.5,0,59,5,1,1,4,4,1,1,1,3,0,Slavery,Clinton
1.75,1,38,5,1,1,4,4,1,2,1,2,0.25,Slavery,Clinton
1.75,0,84,3,1,2,3,1,5,2,2,4,0.5,Heritage,Trump
2.25,1,35,6,1,1,3,4,1,2,2,3,0,Slavery,Clinton
2.25,0,74,6,1,1,4,4,1,3,1,2,0,Slavery,Clinton
1,1,26,5,1,1,4,4,1,2,1,1,0,Slavery,Clinton
3.5,1,79,5,1,4,1,2,5,4,3,5,0.6667,Heritage,Trump
2.25,1,68,4,1,1,2,2,1,3,1,2,0.3333,Heritage,Clinton
1,1,71,5,1,1,3,3,1,3,1,1,0.0833,Slavery,Clinton
1.75,1,32,2,1,3,1,1,4,2,2,4,0.1667,Heritage,Trump
1,1,64,5,1,1,NA,3,3,2,NA,3,0.4167,NA,Clinton
1,0,67,5,1,1,3,3,2,1,1,3,0.5833,Slavery,Clinton
2.25,0,48,5,3,3,4,3,4,3,NA,3,0.75,Heritage,Clinton
1.5,0,75,6,1,2,2,2,4,2,2,3,0.5,NA,Did not vote
4.25,0,72,3,1,4,1,1,5,4,3,5,1,Heritage,Trump
2,0,74,6,1,4,3,2,5,4,3,4,0.75,NA,Trump
3,0,68,3,1,3,2,2,4,2,2,3,0.5833,Heritage,Trump
1.5,0,81,6,1,1,4,3,1,3,1,2,0.4167,Slavery,Clinton
2.25,0,58,3,1,4,1,1,5,2,3,5,0.6667,Heritage,Trump
2.75,0,57,6,3,3,2,3,1,2,2,3,0,Heritage,Trump
1,1,60,2,1,1,4,4,1,2,2,4,0.1667,Slavery,Clinton
2.75,0,77,3,1,1,2,3,3,3,1,3,0.6667,Heritage,Clinton
3.75,0,42,5,6,4,1,1,5,4,2,3,0.5,Heritage,Trump
2.75,1,43,6,2,1,4,4,5,4,1,1,0.4167,Slavery,Clinton
3.25,0,54,1,1,4,1,1,5,3,2,4,0.9167,Heritage,Trump
3.75,0,66,5,1,3,1,2,4,1,2,4,0.5,Heritage,Trump
3.25,0,58,3,1,3,2,1,4,2,3,4,0.6667,Heritage,Trump
1,1,48,4,1,1,3,3,2,3,2,2,0.25,Slavery,Clinton
3.5,0,63,5,1,4,1,1,5,4,3,5,0.6667,NA,Trump
2.75,0,64,3,7,3,1,3,5,2,3,4,0.75,Heritage,Trump
3,1,43,4,1,3,1,1,4,1,3,5,0.5,Heritage,Trump
2.25,0,80,5,3,3,1,1,2,3,3,4,0.5,NA,Did not vote
2.5,1,70,4,7,4,2,1,5,1,2,5,0.8333,Heritage,Trump
1,1,32,5,3,1,4,4,1,4,1,1,0,Slavery,Clinton
1,0,63,5,1,1,3,4,1,3,1,1,0.4167,Slavery,Clinton
1,1,64,3,1,1,3,3,1,3,1,2,0.5833,Slavery,Clinton
2.5,1,65,5,1,3,1,1,5,2,3,4,0.5833,Heritage,Trump
1.25,1,66,6,1,1,3,3,3,1,1,3,0.5833,NA,Stein
2.25,0,70,5,1,1,3,3,1,1,1,2,0.0833,Slavery,Clinton
2,0,89,3,1,1,3,3,3,3,2,3,0.5833,Heritage,Clinton
1,0,73,5,1,1,3,3,1,3,2,3,0.25,Slavery,Clinton
3,1,72,6,1,1,1,NA,2,3,NA,3,0.25,Slavery,Johnson
1.25,0,40,5,1,1,3,3,1,1,1,1,0,Slavery,Clinton
1.5,1,52,5,1,4,NA,2,4,3,3,3,0.5833,Heritage,Trump
1.75,1,63,3,1,2,2,2,3,4,3,3,0.5,Heritage,Trump
1,1,70,3,1,1,3,4,2,1,2,3,0.1667,Slavery,Stein
1.75,0,66,5,1,4,2,1,4,2,3,4,0.5833,Heritage,Trump
1.75,0,71,6,1,1,3,3,2,2,NA,3,0.4167,Slavery,Clinton
1.75,0,72,5,1,1,4,4,1,2,1,2,0.3333,Slavery,Clinton
2.5,1,66,4,1,4,2,1,5,2,3,5,0.75,Heritage,Trump
2.5,1,65,4,1,4,1,1,5,4,2,5,0.75,Heritage,Trump
2.75,1,75,4,1,4,2,1,5,1,3,4,0.8333,Heritage,Trump
3,1,38,3,1,4,1,1,3,1,3,4,0.4167,Heritage,Trump
2,1,72,3,2,1,4,4,2,4,1,2,0.4167,Slavery,Clinton
1.25,1,52,4,1,3,2,3,2,2,3,4,0.25,Heritage,Trump
2,1,58,6,1,4,1,1,4,1,2,4,0.5,NA,Trump
1,0,86,6,1,1,3,3,1,3,2,2,0.0833,Slavery,Clinton
2,1,61,4,1,1,3,4,3,2,2,2,0,Slavery,Clinton
3.5,1,52,4,7,4,1,1,4,2,2,4,0.5,Heritage,Trump
2,0,52,5,2,1,4,3,1,4,1,NA,0.3333,Slavery,Did not vote
1.25,0,60,5,1,1,4,3,1,2,2,1,0.1667,Slavery,Clinton
1,0,70,4,1,1,3,4,1,1,2,2,0.3333,Slavery,Clinton
3.5,0,72,5,1,4,1,1,5,4,3,5,0.9167,Heritage,Trump
2.75,1,64,4,1,4,1,1,5,3,3,4,0.8333,Heritage,Trump
2,0,59,6,1,4,2,2,3,3,2,4,0.3333,Heritage,Did not vote
3.5,0,56,4,1,4,1,NA,5,1,3,5,0.6667,Heritage,Trump
1,0,66,5,1,1,4,4,3,2,1,2,0.3333,Slavery,Clinton
4,1,51,3,1,4,1,1,5,1,2,3,0.6667,Heritage,Trump
1.25,0,75,2,1,4,1,3,4,4,2,3,0.0833,NA,Trump
1.75,0,62,3,1,1,3,3,2,4,1,3,0.5,Slavery,Clinton
2.5,0,41,6,1,1,3,2,2,2,2,3,0.3333,Slavery,Clinton
2.75,0,63,5,1,4,2,1,4,2,2,4,0.75,Heritage,Trump
3,0,54,4,1,1,4,4,3,2,1,1,0.5,Slavery,Clinton
2,0,42,5,3,4,1,3,5,4,2,3,0.6667,Heritage,Trump
1,0,71,5,1,1,4,4,1,3,3,1,0.0833,Slavery,Clinton
1,1,56,6,1,1,1,1,2,4,3,4,0.4167,NA,McMullin
3,1,62,5,1,4,1,3,5,1,2,4,0.6667,Heritage,Trump
1.25,0,53,3,1,1,4,4,1,1,2,2,0.25,Slavery,Clinton
2,1,79,6,1,1,4,3,1,2,1,2,0.25,Slavery,Clinton
3,0,70,5,1,4,1,1,5,4,3,5,1,Heritage,Trump
3.25,0,80,3,1,4,1,2,5,3,3,5,0.8333,Heritage,Trump
3.5,1,76,2,1,3,2,NA,4,3,3,4,0.6667,Heritage,Trump
2.75,0,82,4,1,4,1,1,5,3,3,5,0.8333,Heritage,Trump
1.75,1,65,6,1,4,3,3,5,2,3,5,0.8333,Heritage,Trump
2,1,45,5,1,1,4,4,2,3,1,2,0.4167,Slavery,Clinton
1,0,72,6,1,1,4,4,1,3,1,1,0.25,Slavery,Clinton
1,1,43,5,3,2,3,NA,4,4,1,1,0.5833,Slavery,Clinton
3,1,34,2,2,1,4,NA,3,4,1,1,0.5,Slavery,Clinton
1,0,32,3,1,1,4,4,1,1,2,1,0,Slavery,Clinton
1,1,55,6,1,1,3,3,2,3,1,2,0.25,Slavery,Clinton
2,1,48,3,3,4,4,2,3,3,1,4,0.5,Slavery,Trump
1,1,35,4,1,1,4,4,1,1,NA,2,0,NA,Stein
2.75,1,30,5,1,2,1,1,4,4,3,3,0.5,Heritage,Trump
3.25,0,64,6,1,3,1,1,1,2,3,5,0.5833,NA,Trump
3.75,0,62,3,1,4,1,1,5,4,3,5,0.9167,Heritage,Trump
2.5,1,68,4,1,4,1,1,4,3,3,3,0.75,Heritage,Trump
1,1,64,6,1,1,3,4,1,3,1,2,0.5,Slavery,Clinton
2,1,25,3,3,1,4,4,3,4,1,1,0,Slavery,Clinton
1,1,61,3,3,1,3,4,1,3,1,3,0,Slavery,Clinton
1,1,43,4,6,1,4,4,1,3,2,2,0.1667,Slavery,Clinton
1,0,61,5,1,1,4,4,1,3,2,4,0,Slavery,Clinton
1.75,0,75,5,1,1,2,3,2,3,1,3,0.3333,NA,Clinton
2.25,1,56,3,1,1,1,NA,4,3,1,2,0.6667,Heritage,Clinton
1,0,58,5,1,1,4,4,1,2,1,1,0.0833,Slavery,Clinton
1,1,26,3,1,1,4,4,1,1,2,1,0.25,Slavery,Other
2,0,66,2,1,4,NA,NA,4,2,3,4,0.5,Heritage,Trump
3.25,0,58,5,1,3,1,1,4,1,2,4,0.75,Heritage,Trump
1.75,0,44,5,1,4,1,1,4,4,3,5,0.5833,Heritage,Trump
1,1,36,5,1,1,3,4,1,2,1,2,0.1667,Slavery,Clinton
1,1,49,3,1,1,3,4,5,1,1,2,0.25,Slavery,Clinton
4,0,50,6,1,3,1,1,5,4,1,5,1,Heritage,Trump
1,0,66,5,1,1,3,3,1,2,1,2,0,Slavery,Clinton
3,0,53,5,1,4,1,2,5,4,3,5,0.5,Heritage,Trump
1,0,63,5,1,1,4,4,1,2,1,1,0.3333,Slavery,Clinton
1,1,56,5,2,4,1,1,4,4,3,5,0.5,Heritage,Did not vote
1,0,72,5,1,1,4,4,1,3,2,NA,0.3333,Slavery,Stein
3,0,76,6,1,3,NA,1,3,2,3,4,0.1667,Slavery,Johnson
1,0,60,6,1,1,4,3,1,1,1,1,0.1667,Slavery,Clinton
3,1,67,6,1,4,2,2,5,1,2,5,0.3333,Heritage,Trump
2.5,1,75,3,1,4,1,1,4,2,2,4,0.3333,Heritage,Trump
3.75,0,71,6,7,3,1,1,5,1,NA,5,0.5833,Heritage,Trump
1,1,45,4,2,1,3,3,1,4,1,NA,0,Slavery,Clinton
1.75,1,55,6,1,2,3,NA,3,3,1,2,0.4167,Slavery,Trump
2,0,60,6,6,3,1,1,4,3,2,3,0.5,Heritage,Johnson
2.75,0,68,3,1,4,NA,NA,4,2,3,4,0.5,Heritage,Trump
2.5,0,60,6,1,3,1,2,3,2,2,4,0.8333,Heritage,Trump
2.25,0,66,3,1,3,1,1,4,2,2,4,0.6667,Heritage,Trump
2.5,0,73,5,1,1,3,3,2,2,2,4,0.3333,Heritage,Trump
3,1,59,2,1,3,2,1,5,1,3,4,0.75,Heritage,Trump
2.75,0,73,3,1,4,2,2,4,1,3,4,0.6667,Heritage,Trump
2.25,1,53,6,1,1,3,4,1,2,1,3,0.0833,Slavery,Clinton
2,1,36,2,1,3,2,2,5,2,2,3,0.8333,Heritage,Did not vote
1,1,55,3,1,1,2,3,2,2,1,2,0.1667,Slavery,Clinton
4.5,1,60,5,1,4,2,2,4,NA,2,2,1,Heritage,Trump
2.25,1,57,4,1,1,3,3,2,2,2,3,0.3333,Heritage,Clinton
3.5,0,78,6,1,3,1,3,5,2,2,4,0.5833,Heritage,Johnson
2,1,33,1,1,4,1,1,2,3,3,5,0.5,Heritage,Did not vote
1,1,31,6,1,1,3,3,1,2,2,3,0.25,Slavery,Clinton
2.25,0,69,6,1,2,2,3,3,2,2,3,0.5,NA,Trump
1.5,1,46,3,1,3,NA,2,2,2,2,3,0.3333,Heritage,Trump
3,1,50,5,1,3,1,1,4,2,3,5,0.6667,Heritage,Trump
2.5,1,57,4,1,4,1,1,4,1,3,5,0.75,Heritage,Trump
1,1,71,4,3,1,4,4,1,3,1,1,0.25,Slavery,Clinton
1,1,54,2,1,1,4,4,1,2,1,1,0,Slavery,Clinton
4.25,0,59,4,1,3,1,1,4,3,2,5,0.5833,Heritage,Trump
1,0,56,4,2,1,4,4,1,4,1,5,0,Slavery,Clinton
2.25,0,36,2,1,3,1,NA,3,2,3,3,0.5,Heritage,Trump
2,0,87,2,1,4,1,NA,5,4,2,4,1,Heritage,Trump
2.5,0,72,5,1,1,2,2,3,3,2,3,0.4167,Heritage,Johnson
1.5,1,60,4,1,1,3,3,2,4,1,2,0.3333,Heritage,Clinton
1.5,1,65,5,1,1,4,4,1,3,1,2,0.25,Slavery,Clinton
1,1,79,3,1,1,3,3,4,4,1,2,0.4167,Heritage,Did not vote
2.5,0,66,6,1,4,1,2,4,3,3,4,0.75,Heritage,Trump
2.75,1,35,6,6,1,1,NA,1,3,1,5,0.6667,NA,Did not vote
3.75,1,39,4,1,4,1,1,5,2,3,5,0.8333,Heritage,Trump
2.5,0,40,5,1,1,4,3,3,4,1,1,0.4167,Slavery,Clinton
2.25,1,51,4,1,4,NA,1,5,3,3,5,0.4167,Heritage,Trump
1.75,0,53,3,1,2,1,1,5,4,1,5,0.75,Heritage,Trump
2.25,1,62,6,1,2,1,2,3,2,2,4,0.5,Heritage,Trump
1,1,66,5,1,1,4,3,1,3,1,1,0,Slavery,Clinton
2,1,47,3,1,3,2,2,4,2,3,4,0.3333,Heritage,Trump
4,0,63,5,1,3,1,1,5,1,3,4,1,Heritage,Trump
3,0,75,6,1,4,1,1,4,2,2,4,0.4167,Heritage,Trump
1,1,63,6,1,1,3,4,2,1,1,3,0.3333,Slavery,Clinton
2.25,1,63,5,1,1,NA,4,2,2,2,3,0.0833,NA,Clinton
1,0,32,5,1,1,3,3,1,2,2,2,0.25,Heritage,Clinton
3.25,1,62,5,1,3,2,2,4,2,3,3,0.8333,NA,Trump
3.25,0,75,6,1,4,1,1,1,1,3,3,0.9167,Heritage,Trump
2.5,0,65,3,1,4,1,1,1,1,3,4,0,Heritage,Trump
1.75,0,54,6,1,1,3,3,1,3,1,2,0.3333,Slavery,Clinton
3.5,0,42,5,1,NA,1,1,4,1,NA,3,0.5833,NA,Johnson
1.25,1,40,5,1,1,3,4,1,3,2,3,0.1667,Slavery,Clinton
2.5,1,70,6,1,1,3,3,1,3,1,1,0.4167,Slavery,Clinton
1.5,0,51,3,1,1,2,NA,1,1,1,3,0,Heritage,Clinton
2.75,1,30,6,4,1,3,3,1,2,2,3,0,Slavery,Clinton
4.5,0,63,5,1,4,1,1,5,4,3,4,0.4167,Heritage,Trump
1,1,57,5,1,1,4,4,1,3,1,1,0,Slavery,Clinton
1,1,69,6,1,1,4,3,1,3,1,2,0.1667,Slavery,Clinton
